Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Tyyppi;Valmistusmaa;Vuosikerta;Alkoholi-%;Energia kcal/100 ml
946188;The Candidate Winemakers Blend 2015;Armidale Estate Wines;0,75 l;13.99;18.65;punaviinit;Australia;2015.0;14.0;80.0
935497;The Hedonist Shiraz 2018;Walter Clappis Wine;0,75 l;24.99;33.32;punaviinit;Australia;2018.0;14.0;80.0
499057;The Original M8 2019;Social Wines;0,75 l;8.78;11.57;punaviinit;Australia;2019.0;14.0;80.0
954896;The Vegan Wine Project Shiraz 2018;Yalumba;0,75 l;11.99;15.85;punaviinit;Australia;2018.0;13.5;80.0
415087;Torbreck Les Amis 2017;Torbreck Vintners;0,75 l;140.21;186.95;punaviinit;Australia;2017.0;15.0;80.0
951924;Torbreck Old Vines GSM 2017;Torbreck Vintners;0,75 l;19.98;26.51;punaviinit;Australia;2017.0;15.0;80.0
426237;Torbreck Runrig 2017;Torbreck;0,75 l;189.0;252.0;punaviinit;Australia;2017.0;15.0;80.0
437887;Torbreck The Laird 2015;Torbreck Vintners;0,75 l;499.99;666.65;punaviinit;Australia;2015.0;15.0;80.0
928722;Torbreck The Steading 2018;Torbreck Vintners;0,75 l;39.98;53.31;punaviinit;Australia;2018.0;15.0;80.0
922691;Torbreck Woodcutter's Shiraz 2017;Torbreck Vintners;0,75 l;29.9;39.87;punaviinit;Australia;2017.0;15.0;80.0
443247;Two Hands Ares Barossa Valley Shiraz 2014;Two Hands Wines;0,75 l;164.98;219.97;punaviinit;Australia;2014.0;14.5;80.0
436647;Vintage Bell Cabernet Sauvignon 2017;Wirra Wirra Vineyards;0,75 l;40.38;53.84;punaviinit;Australia;2017.0;14.0;80.0
404817;Wakefield Cabernet Sauvignon 2017;Wakefield Wines;0,75 l;13.99;18.52;punaviinit;Australia;2017.0;14.0;80.0
906058;Wakefield Jaraman Shiraz;Wakefield Wines;0,75 l;19.99;26.65;punaviinit;Australia;;15.0;80.0
402167;Wakefield Merlot 2020;Taylors;0,75 l;13.99;18.52;punaviinit;Australia;2020.0;14.5;80.0
955897;Wakefield Shiraz 2019;Wakefield Wines;0,75 l;13.99;18.52;punaviinit;Australia;2019.0;14.5;80.0
944687;Weemala Shiraz Viognier 2016;Logan Wines;0,75 l;18.61;24.68;punaviinit;Australia;2016.0;13.5;80.0
449477;Wynns Coonawarra The Gables 2018;Wynns;0,75 l;15.98;21.17;punaviinit;Australia;2018.0;13.5;80.0
463597;Yalumba Hand Picked Shiraz Viognier 2016;Yalumba;0,75 l;32.99;43.85;punaviinit;Australia;2016.0;14.5;80.0
409887;Yalumba Organic Shiraz 2018;Yalumba;0,75 l;12.98;17.17;punaviinit;Australia;2018.0;13.5;80.0
953772;Yalumba Patchwork Barossa Shiraz;Yalumba;0,75 l;21.9;29.2;punaviinit;Australia;;13.5;80.0
926564;Yalumba Samuel's Collection Barossa Bush Vine Grenache 2019;Yalumba;0,75 l;21.9;29.2;punaviinit;Australia;2019.0;14.0;80.0
917775;Yalumba Samuel's Collection Barossa Shiraz 2018;Yalumba;0,75 l;24.99;33.32;punaviinit;Australia;2018.0;14.0;80.0
909282;Yalumba The Caley Cabernet Shiraz 2012;Yalumba;0,75 l;299.98;399.97;punaviinit;Australia;2012.0;14.0;80.0
467087;Yalumba Y Series Merlot 2017;Yalumba;0,75 l;10.99;14.52;punaviinit;Australia;2017.0;14.0;80.0
909477;Yalumba Y Series Shiraz Viognier 2018;Yalumba;0,75 l;12.48;16.51;punaviinit;Australia;2018.0;14.5;80.0
928387;Yellow Tail Cabernet Sauvignon 2020;Casella Wines;0,75 l;10.86;14.35;punaviinit;Australia;2020.0;13.5;80.0
496867;Cape Mentelle Cabernet Sauvignon 2012;Cape Mentelle Vineyards;0,75 l;67.5;90.0;punaviinit;Australia;2012.0;14.0;80.0
950647;Cape Mentelle Shiraz 2017;Cape Mentelle Vineyards;0,75 l;35.89;47.72;punaviinit;Australia;2017.0;14.5;80.0
426337;Forest Hill Vineyard Shiraz 2016;Forest Hill Vineyard;0,75 l;14.98;19.84;punaviinit;Australia;2016.0;14.0;80.0
495967;Moss Wood Cabernet Sauvignon 2016;Domaine Moss Wood;0,75 l;76.8;102.4;punaviinit;Australia;2016.0;14.0;80.0
429867;Plan B Shiraz 2018;Plan B Wines;0,75 l;14.28;18.91;punaviinit;Australia;2018.0;14.5;80.0
900004;Vasse Felix Filius Cabernet Sauvignon 2018;Vasse Felix;0,75 l;19.99;26.65;punaviinit;Australia;2018.0;14.5;80.0
943491;Vasse Felix Tom Cullity 2014;Vasse Felix;0,75 l;125.0;166.67;punaviinit;Australia;2014.0;14.5;80.0
490937;Voyager Estate The Modern Cabernet Sauvignon 2018;Voyager Estate;0,75 l;29.54;39.39;punaviinit;Australia;2018.0;14.5;80.0
407697;Woodlands Margaret Cabernet Sauvignon 2017;Woodlands Wines;0,75 l;30.11;40.01;punaviinit;Australia;2017.0;13.5;80.0
950801;Xanadu Exmoor Cabernet Sauvignon 2016;Xanadu Wines;0,75 l;19.49;25.99;punaviinit;Australia;2016.0;14.0;80.0
486607;Caravan Durif 2019;Quarisa Wines;0,75 l;11.99;15.85;punaviinit;Australia;2019.0;14.5;80.0
913177;Coral Reef Shiraz-Cabernet 2018;GCF;0,75 l;10.4;13.87;punaviinit;Australia;2018.0;13.5;80.0
467363;Elephant in the Room Pinot Noir tölkki;Fourth Wave Wines;0,25 l;3.98;15.92;punaviinit;Australia;;13.5;80.0
444577;Hardys BIN 343 Cabernet Shiraz 2020;Thomas Hardy & Sons;0,75 l;7.99;10.52;punaviinit;Australia;2020.0;13.0;80.0
457737;Hardys Crest Cabernet Shiraz Merlot 2018;Thomas Hardy & Sons;0,75 l;12.2;16.13;punaviinit;Australia;2018.0;14.0;80.0
958993;Henschke Hill of Grace 2013;Henschke;0,75 l;649.92;866.56;punaviinit;Australia;2013.0;14.5;80.0
403317;Hidden Rock Shiraz 2019 muovipullo;Enjoy Wine & Spirits;0,75 l;9.49;12.39;punaviinit;Australia;2019.0;13.5;80.0
904477;Hope Shiraz Reserve 2020;Iconic Wines;0,75 l;11.49;15.19;punaviinit;Australia;2020.0;14.5;80.0
930787;Jacob's Creek Double Barrel Cabernet Sauvignon 4th vintage;Jacob's Creek Wines;0,75 l;18.9;25.07;punaviinit;Australia;;14.3;80.0
911257;Jacob's Creek Double Barrel Shiraz 2018 lahjapakkaus;Jacob's Creek Wines;0,75 l;17.98;23.84;punaviinit;Australia;2018.0;14.9;80.0
449867;Jacob's Creek Grenache Shiraz 2019;Jacob's Creek Wines;0,75 l;10.38;13.71;punaviinit;Australia;2019.0;14.5;80.0
4985;Jacob's Creek Merlot 2019;Jacob's Creek Wines;0,75 l;11.39;15.05;punaviinit;Australia;2019.0;13.9;80.0
6201;Jacob's Creek Organic Shiraz Cabernet 2020;Jacob's Creek Wines;0,75 l;11.39;15.05;punaviinit;Australia;2020.0;14.0;80.0
474877;Jacob's Creek Pinot Noir 2020;Jacob's Creek Wines;0,75 l;11.39;15.05;punaviinit;Australia;2020.0;13.9;80.0
947282;Jacob´s Creek Classic Shiraz 2020;Jacob´s Creek Wines;0,75 l;10.78;14.24;punaviinit;Australia;2020.0;13.9;80.0
914266;Jim Barry The Armagh Shiraz 2014;Jim Barry Wines;0,75 l;249.99;333.32;punaviinit;Australia;2014.0;14.0;80.0
6152;Lindeman's Bin 50 Shiraz 2020;Lindeman's Wines;0,75 l;11.18;14.77;punaviinit;Australia;2020.0;14.0;80.0
432797;Lindeman's Bin 99 Pinot Noir 2019;Lindeman's Wines;0,75 l;11.18;14.77;punaviinit;Australia;2019.0;14.0;80.0
938237;Lindeman's Gentlemans Collection Shiraz 2019;Lindeman's Wines;0,75 l;12.98;17.17;punaviinit;Australia;2019.0;14.5;80.0
949507;McGuigan Black Label Red 2017;McGuigan;0,75 l;10.99;14.52;punaviinit;Australia;2017.0;12.5;80.0
949107;Motörhead Shiraz 2019;Broken Back Winery;0,75 l;16.99;22.52;punaviinit;Australia;2019.0;13.5;80.0
904007;Nugan Alfredo Dried Grape Shiraz 2015;Nugan Estate;0,75 l;19.99;26.52;punaviinit;Australia;2016.0;14.5;80.0
924037;Nugan Alfredo Passo Appassimento 2018;Nugan Estate;0,75 l;12.98;17.17;punaviinit;Australia;2018.0;14.5;90.0
932057;Nugan Alfredo Second Pass Shiraz 2018;Nugan Estate;0,75 l;14.98;19.84;punaviinit;Australia;2018.0;14.0;80.0
458147;Nugan Estate Durif 2017;Nugan Estate;0,75 l;14.98;19.84;punaviinit;Australia;2017.0;14.5;80.0
438238;Passento kartonkitölkki;Solera Beverage Group;1 l;9.78;9.78;punaviinit;Australia;;13.0;80.0
423327;Q Malbec 2019;Quarisa Wines;0,75 l;14.98;19.84;punaviinit;Australia;2019.0;14.5;80.0
465357;Rawson's Retreat Shiraz Cabernet 2018;Penfolds;0,75 l;9.79;12.92;punaviinit;Australia;2018.0;13.5;80.0
467147;Wolf Blass Red Label Shiraz Cabernet  2019;Wolf Blass;0,75 l;9.98;13.17;punaviinit;Australia;2019.0;13.5;80.0
446827;Wyndham Estate Bin 555 Shiraz 2019;Wyndham Estate;0,75 l;13.99;18.52;punaviinit;Australia;2019.0;14.5;80.0
922981;Yellow Tail Jammy Red Roo;Casella Family Brands;0,75 l;10.86;14.35;punaviinit;Australia;;12.0;80.0
909877;Yellow Tail Merlot 2020;Casella Family Brands;0,75 l;10.86;14.35;punaviinit;Australia;2020.0;13.5;80.0
458797;Yellow Tail Shiraz 2020;Casella Family Brands;0,75 l;10.86;14.35;punaviinit;Australia;2020.0;13.5;80.0
914007;Brown Brothers Devil's Corner Pinot Noir 2016;Brown Brothers;0,75 l;15.69;20.92;punaviinit;Australia;2016.0;13.0;70.0
930376;Dalrymple Pipers River Pinot Noir 2016;Dalrymple Tasmania;0,75 l;34.92;46.56;punaviinit;Australia;2016.0;14.0;80.0
418347;Ninth Island Pinot Noir 2017;Pipers Brook Vineyard;0,75 l;19.98;26.51;punaviinit;Australia;2017.0;13.5;80.0
428677;Cumulus Climbing Shiraz 2016;Cumulus Estate Wines;0,75 l;13.9;18.4;punaviinit;Australia;2016.0;14.0;80.0
419517;Grass Roots Organic Hunter Valley Shiraz 2019;Tamburlaine;0,75 l;13.9;18.4;punaviinit;Australia;2019.0;13.0;70.0
401237;Logan Pinot Noir 2017;Logan;0,75 l;22.21;29.48;punaviinit;Australia;2017.0;13.0;70.0
932868;McGuigan The Engineer 2019;Australian Vintage Limited;0,75 l;13.99;18.52;punaviinit;Australia;2019.0;13.0;80.0
469537;Rolling Shiraz Viognier 2013;Cumulus Wines;0,75 l;10.9;14.4;punaviinit;Australia;2013.0;13.8;80.0
918707;The Natural Wine Co Organic Shiraz 2019;Windowrie Estate;0,75 l;12.98;17.31;punaviinit;Australia;2019.0;14.5;80.0
411717;Bass Phillip Premium Pinot Noir 2018;Bass Phillip;0,75 l;199.21;265.61;punaviinit;Australia;2018.0;12.6;70.0
932654;Beefsteak Club Shiraz 2019;E. I. Wines;0,75 l;14.99;19.99;punaviinit;Australia;2019.0;14.5;80.0
459497;Brown Brothers Shiraz 2015;Brown Brothers;0,75 l;12.98;17.17;punaviinit;Australia;2015.0;14.5;80.0
957065;De Bortoli Estate Grown Cabernet Sauvignon 2015;De Bortoli;0,75 l;14.89;19.85;punaviinit;Australia;2015.0;13.0;70.0
435307;Deakin Artisan's Blend Cabernet Merlot 2018;Wingara Wine Group;0,75 l;9.9;13.07;punaviinit;Australia;2018.0;13.5;80.0
466267;Little Yering Pinot Noir 2020;Yering Station;0,75 l;14.99;19.85;punaviinit;Australia;2020.0;13.0;70.0
433507;Logan Weemala Pinot Noir 2021;Logan Wines;0,75 l;14.17;18.76;punaviinit;Australia;2021.0;13.5;80.0
473147;Rawson's Retreat Organic Collection Cabernet Shiraz Merlot 2018;Rawson's Retreat;0,75 l;10.69;14.12;punaviinit;Australia;2018.0;14.0;80.0
440517;Ten Minutes By Tractor 10X Pinot Noir 2019;Ten Minutes by Tractor;0,75 l;28.19;37.45;punaviinit;Australia;2019.0;13.5;80.0
921474;Grant Burge Barossa Ink Shiraz 2019;Accolade Wines;0,75 l;13.9;18.4;punaviinit;Australia;2019.0;14.0;80.0
428457;Hardys Nottage Hill Shiraz 2019 muovipullo;Accolade Wines;0,75 l;9.99;13.05;punaviinit;Australia;2019.0;14.0;80.0
953192;Penley Estate Echo Sparkling Pinot Noir;Penley Estate;0,75 l;15.9;21.07;punaviinit;Australia;;13.0;80.0
485997;La Concepción Merlot Cabernet Sauvignon Syrah 2018;Concepción;0,75 l;20.88;27.71;punaviinit;Bolivia;2018.0;13.0;70.0
7081;Melnik 13;Damianitza;0,75 l;8.99;11.85;punaviinit;Bulgaria;;12.5;80.0
906558;Merul Mavrud 2015;Kovex-2 Panagyurishte;0,75 l;15.77;21.03;punaviinit;Bulgaria;2015.0;14.0;80.0
946046;Merul Mavrud Reserva 2016;Kovex-2;0,75 l;21.69;28.92;punaviinit;Bulgaria;2016.0;14.5;80.0
467547;Pendar 2011;Castra Rubra Winery;0,75 l;17.07;22.63;punaviinit;Bulgaria;2011.0;14.5;80.0
464997;Rough Day Cabernet 2019;Yambol for Grapes & Barley;0,75 l;9.9;13.07;punaviinit;Bulgaria;2019.0;13.5;80.0
942081;Zelanos Pinot Noir 2017;Renval;0,75 l;16.73;22.31;punaviinit;Bulgaria;2017.0;14.0;80.0
456427;Aconcagua Alto Cabernet Sauvignon 2016;Vina Errazuriz;0,75 l;20.9;27.73;punaviinit;Chile;2016.0;13.5;80.0
437937;Cono Sur Reserva Especial Cabernet Sauvignon 2018;Viña Cono Sur;0,75 l;11.99;15.85;punaviinit;Chile;2018.0;14.5;80.0
441927;Cono Sur Single Vineyard 8 Grapes 2019 lahjapakkaus;Cono Sur;0,75 l;14.98;19.84;punaviinit;Chile;2019.0;14.0;80.0
908373;Errazuriz Don Maximiano Founders Reserve 2008;Viña Errazuriz;0,75 l;59.99;79.99;punaviinit;Chile;2008.0;14.5;80.0
919908;Errazuriz La Cumbre Syrah 2009;Viña Errazuriz;0,75 l;68.95;91.93;punaviinit;Chile;2009.0;14.5;80.0
467767;Errazuriz Las Pizarras Pinot Noir 2018;Viña Errazuriz;0,75 l;100.2;133.6;punaviinit;Chile;2018.0;13.0;70.0
958367;Errázuriz Estate Series Carmenere 2016;Viña Errázuriz;0,75 l;13.69;18.25;punaviinit;Chile;2016.0;13.5;80.0
482687;Errázuriz La Cumbre 2012;Viña Errázuriz;0,75 l;67.9;90.53;punaviinit;Chile;2012.0;14.0;80.0
426308;Errázuriz Max Reserva Cabernet Sauvignon 2014;Viña Errázuriz;1,5 l;35.9;23.87;punaviinit;Chile;2014.0;14.0;80.0
404477;MG by MontGras Pinot Noir 2020;MontGras;0,75 l;9.48;12.51;punaviinit;Chile;2020.0;13.0;70.0
403797;Maitén Reserva Cabernet Sauvignon Organic 2016;Viña dos Andes;0,75 l;11.49;15.19;punaviinit;Chile;2016.0;13.0;70.0
497507;Montes Alpha Pinot Noir 2020;Viña Montes;0,75 l;18.99;25.19;punaviinit;Chile;2020.0;14.0;80.0
443697;Montes Limited Selection Pinot Noir 2019;Montes;0,75 l;13.49;17.85;punaviinit;Chile;2019.0;14.0;80.0
448517;Agustinos Gran Terroir Pinot Noir 2019;Dos Andes;0,75 l;18.12;24.03;punaviinit;Chile;2019.0;14.0;80.0
472367;Gracia de Chile Malbec 2019;Viña dos Andes;0,75 l;11.49;15.19;punaviinit;Chile;2019.0;13.5;80.0
438117;Llai Llai Pinot Noir 2019;Bodegas dos Andes;0,75 l;11.49;15.19;punaviinit;Chile;2019.0;13.5;80.0
473577;Roberto Henriquez País Franco 2019;Roberto Henriquez;0,75 l;25.89;34.52;punaviinit;Chile;2019.0;11.5;70.0
920875;Casas del Bosque Gran Estate Selection 2014;Casas Bosque;0,75 l;69.98;93.31;punaviinit;Chile;2014.0;14.5;80.0
928915;Casas del Bosque Pequeñas Producciones Syrah 2018;Casas del Bosque;0,75 l;34.98;46.64;punaviinit;Chile;2018.0;14.5;80.0
441867;Casillero del Diablo Pinot Noir 2020;Concha y Toro;0,75 l;10.48;13.84;punaviinit;Chile;2020.0;13.5;80.0
405567;Cono Sur 20 Barrels Pinot Noir 2018;Vina Cono Sur;0,75 l;18.9;25.07;punaviinit;Chile;2018.0;14.0;80.0
473837;Cono Sur Ocio 2017;Viña Cono Sur;0,75 l;56.98;75.97;punaviinit;Chile;2017.0;14.0;80.0
913923;Dos Almas Pinot Noir Gran Reserva 2018;Dos Almas;0,75 l;15.29;20.25;punaviinit;Chile;2018.0;12.5;70.0
907466;Indomita Gran Reserva Pinot Noir 2018;Vina Indomita;0,75 l;12.2;16.27;punaviinit;Chile;2018.0;14.0;80.0
495137;Loma Larga Quinteto Red Blend 2018;Llancay;0,75 l;15.25;20.2;punaviinit;Chile;2018.0;14.5;80.0
400227;Mancura Leyenda Gran Reserva 2016;Vina Fray Leon;0,75 l;14.98;19.84;punaviinit;Chile;2016.0;14.0;80.0
466617;Viu Manent Secret Pinot Noir 2018;Viu Manent;0,75 l;14.49;19.19;punaviinit;Chile;2018.0;13.5;80.0
944027;Aresti Codigo de Familia 380 2011;Aresti Chile Wine;0,75 l;69.97;93.29;punaviinit;Chile;2011.0;14.5;80.0
433827;Aresti Estate Selection Cabernet Sauvignon 2019;Aresti;0,75 l;8.49;11.19;punaviinit;Chile;2019.0;12.5;70.0
455377;Castillo de Molina Gran Reserva Pinot Noir  2018;Viña San Pedro;0,75 l;11.99;15.85;punaviinit;Chile;2018.0;13.5;80.0
931106;Espiritu de Chile Cabernet Sauvignon 2020;ACW;0,375 l;4.99;13.04;punaviinit;Chile;2020.0;13.0;80.0
946497;Espiritu de Chile Premium Collection Assemblage 2018;Aresti Chile Wine;0,75 l;13.99;18.52;punaviinit;Chile;2018.0;13.5;80.0
903057;Espíritu de Chile Reserva Cabernet Sauvignon 2017;Aresti Chile Wine;0,75 l;10.98;14.64;punaviinit;Chile;2017.0;13.5;80.0
418507;Rio Claro Cabernet Sauvignon 2018;Miguel Torres;0,75 l;14.49;19.19;punaviinit;Chile;2018.0;13.5;80.0
959977;Torres Manso De Velasco 2013;Miguel Torres Chile;0,75 l;40.98;54.51;punaviinit;Chile;2013.0;14.0;80.0
915984;Trisquel  Series Cabernet Sauvignon 2017;Aresti Chile Wine;0,75 l;18.48;24.64;punaviinit;Chile;2017.0;13.5;80.0
921417;Trisquel Altitud Merlot 2016;Aresti Chile Wine;0,75 l;18.48;24.64;punaviinit;Chile;2016.0;14.5;80.0
408357;Trisquel Gran Reserva Syrah 2019;Aresti Chile Wine;0,75 l;13.99;18.52;punaviinit;Chile;2019.0;14.0;80.0
915638;De Martino Legado Reserva Pinot Noir 2016;De Martino;0,75 l;11.57;15.43;punaviinit;Chile;2016.0;13.5;80.0
494397;Prologo Reserva Syrah 2011;Viña Francisco de Aguirre;0,75 l;14.3;18.93;punaviinit;Chile;2011.0;14.0;80.0
484257;Punti Ferrer Reserva Syrah Cabernet Sauvignon 2019;Viña Punti Ferrer;0,75 l;9.98;13.17;punaviinit;Chile;2019.0;14.0;80.0
493547;1865 Selected Vineyards Cabernet Sauvignon 2017;Viña San Pedro;0,75 l;17.79;23.59;punaviinit;Chile;2017.0;14.5;80.0
486467;Baron Philippe de Rothschild Baronesa P. 2018;Baron Philippe de Rothschild;0,75 l;46.8;62.4;punaviinit;Chile;2018.0;14.0;80.0
954242;Carmen Gran Reserva Frida Kahlo Cabernet Sauvignon 2017;Viña Carmen;0,75 l;18.99;25.19;punaviinit;Chile;2017.0;13.5;80.0
929667;Cono Sur Silencio Cabernet Sauvignon 2010;Vina Cono Sur;0,75 l;99.98;133.31;punaviinit;Chile;2010.0;13.3;80.0
459827;Cousiño-Macul Antiguas Reservas Cabernet Sauvignon 2016;Cousiño-Macul;0,75 l;13.99;18.52;punaviinit;Chile;2016.0;14.0;80.0
495937;Grey Glacier Cabernet Sauvignon Merlot 2019;Vina Ventisquero;0,75 l;24.9;33.2;punaviinit;Chile;2019.0;14.0;80.0
924183;Leyda Reserva Pinot Noir 2019;Viña Leyda;0,75 l;12.69;16.79;punaviinit;Chile;2019.0;13.5;80.0
403477;Llai Llai Grenache 2017;Viña Dos Andes;0,75 l;11.49;15.19;punaviinit;Chile;2017.0;14.0;80.0
403197;Morande Gran Reserva Carmenère 2018;Vina Morande;0,75 l;18.99;25.19;punaviinit;Chile;2018.0;14.0;80.0
453187;Porta Reserva Carménère 2019;Viña dos Andes;0,75 l;10.48;13.84;punaviinit;Chile;2019.0;13.5;80.0
497797;Ramirana Trinidad Vineyard 2015;Viña Ventisquero;0,75 l;29.81;39.61;punaviinit;Chile;2015.0;14.0;80.0
498837;Root 1 Cabernet Franc Cabernet Sauvignon Carmenere 2018;Viña Ventisquero;0,75 l;9.98;13.17;punaviinit;Chile;2018.0;13.5;80.0
456497;Santa Helena Reserva Carmenère 2020;VSPT;0,75 l;9.89;13.05;punaviinit;Chile;2020.0;13.0;70.0
424387;Santa Rita Casa Real Cabernet Sauvignon 2014;Viña Santa Rita;0,75 l;47.89;63.72;punaviinit;Chile;2014.0;14.5;80.0
420154;Tarapacá +Plus Organic Red Blend 2014;Viña Tarapacá;0,375 l;7.99;21.04;punaviinit;Chile;2014.0;14.0;80.0
939843;Tarapacá Gran Reserva 145 Anniversary Special Edition 2019;Viña Tarapacá;0,75 l;19.8;26.4;punaviinit;Chile;2019.0;14.0;80.0
5806;Tarapacá Gran Reserva Cabernet Sauvignon 2019 lahjapakkaus;Viña Tarapacá;0,75 l;15.98;21.17;punaviinit;Chile;2019.0;14.0;80.0
931467;Tarapacá Gran Reserva Etiqueta Azul 2014;Viña Tarapacá;0,75 l;43.68;58.24;punaviinit;Chile;2014.0;15.0;80.0
420157;Tarapacá Gran Reserva Organic Red Blend 2018;Viña Tarapacá;0,75 l;16.49;21.85;punaviinit;Chile;2018.0;14.0;80.0
5415;Tarapacá Reserva Cabernet Sauvignon Syrah 2020;Viña Tarapacá;0,75 l;10.78;14.24;punaviinit;Chile;2020.0;13.5;80.0
461914;Tarapacá Reserva Organic Syrah 2019;Viña Tarapacá;0,375 l;6.48;17.01;punaviinit;Chile;2019.0;14.0;80.0
441777;Torres Cordillera Cabernet Sauvignon 2019 lahjapakkaus;Miguel Torres;0,75 l;18.99;25.19;punaviinit;Chile;2019.0;14.5;80.0
5545;Trio Cabernet Sauvignon Cabernet Franc Syrah 2018;Concha y Toro;0,75 l;7.98;10.51;punaviinit;Chile;2018.0;13.5;80.0
484117;Zardoz 2016 lahjapakkaus;Indomita;0,75 l;24.71;32.95;punaviinit;Chile;2016.0;14.5;80.0
498177;7 Colores Gran Reserva Carmenère  2017;Morandé Wine Group;0,75 l;14.98;19.84;punaviinit;Chile;2017.0;13.5;80.0
443977;Aliwen Reserva Cabernet Sauvignon 2018;Undurraga;0,75 l;9.98;13.17;punaviinit;Chile;2018.0;13.5;80.0
927895;Carmen Gran Reserva Carignan 2017;Viña Carmen;0,75 l;18.99;25.19;punaviinit;Chile;2017.0;14.5;80.0
934817;Casillero del Diablo Reserva Especial Cabernet Sauvignon 2019;Concha y Toro;0,75 l;11.49;15.19;punaviinit;Chile;2019.0;13.5;80.0
469037;Emiliana Vigno Carignan 2016;Emiliana;0,75 l;24.27;32.36;punaviinit;Chile;2016.0;14.0;80.0
951977;Erasmo 2013;Viña La Reserva de Caliboro;0,75 l;19.99;26.65;punaviinit;Chile;2013.0;14.5;80.0
413517;Garage Wine Co. Bagual Vineyard Garnacha Field Blend 2014;Two Winters;0,75 l;29.9;39.87;punaviinit;Chile;2014.0;14.5;80.0
425877;Indómita Gran Reserva Carignan 2015;Indomita;0,75 l;11.49;15.19;punaviinit;Chile;2015.0;13.5;80.0
461147;The Soothsayers Ferment Cinsault 2018;Garage Wine Co.;0,75 l;24.89;33.19;punaviinit;Chile;2018.0;14.0;80.0
436197;Toro de Piedra Gran Reserva Carignan 2019;Sur Valles Wine Group;0,75 l;14.75;19.53;punaviinit;Chile;2019.0;14.0;80.0
927086;9 Lives Apasionado Red Blend 2020;Vina San Pedro;0,75 l;10.99;14.52;punaviinit;Chile;2020.0;13.5;80.0
952337;9 Lives Reserve Cabernet Sauvignon 2020;Vina San Pedro;0,75 l;10.99;14.52;punaviinit;Chile;2020.0;13.5;80.0
473027;Adobe Cabernet Sauvignon Merlot Organic 2020;Emiliana;0,75 l;10.59;13.99;punaviinit;Chile;2020.0;13.5;80.0
937995;Adobe Cabernet Sauvignon Reserva 2019;Emiliana Organic Vineyards;0,75 l;10.59;13.99;punaviinit;Chile;2019.0;13.5;80.0
913667;Aliwen Pinot Noir Reserva 2019;Viña Undurraga;0,75 l;10.99;14.52;punaviinit;Chile;2019.0;14.5;80.0
466077;Birds of Paradise Organic 2017;Viñedos Emiliana;0,75 l;11.49;15.19;punaviinit;Chile;2017.0;14.0;80.0
932951;Carmen Gran Reserva Pinot Noir 2017;Viña Carmen;0,75 l;18.99;25.19;punaviinit;Chile;2017.0;13.5;80.0
941071;Casa Silva Cool Coast Pinot Noir 2017;Casa Silva;0,75 l;19.99;26.65;punaviinit;Chile;2017.0;14.0;80.0
912118;Casa Silva Lago Ranco Pinot Noir 2017;Casa Silva;0,75 l;27.99;37.32;punaviinit;Chile;2017.0;12.0;70.0
6206;Casillero del Diablo Cabernet Sauvignon Reserva 2019;Concha y Toro;0,75 l;10.48;13.84;punaviinit;Chile;2019.0;13.5;80.0
466647;Cono Sur Bicicleta Pinot Noir 2019;Viña Cono Sur;0,75 l;10.48;13.84;punaviinit;Chile;2019.0;13.5;80.0
419497;Cono Sur Bicicleta Reserva Syrah 2019;Cono Sur;0,75 l;9.48;12.51;punaviinit;Chile;2019.0;13.5;80.0
6661;Cono Sur Tocornal Cabernet Sauvignon 2020;Viña Cono Sur;0,75 l;7.98;10.51;punaviinit;Chile;2020.0;12.0;70.0
434557;Cono Sur Tocornal Cabernet Sauvignon Syrah 2018;Viña Cono Sur;0,75 l;7.98;10.51;punaviinit;Chile;2018.0;12.0;70.0
943414;De Martino Gallardia Cinsault 2017;De Martino;0,75 l;10.65;14.2;punaviinit;Chile;2017.0;13.0;70.0
917737;Don Melchor Cabernet Sauvignon 2016;Concha y Toro;0,75 l;99.98;133.17;punaviinit;Chile;2016.0;14.5;80.0
902854;Dos Almas Cabernet Sauvignon Reserva 2016;Dos Almas;0,75 l;13.19;17.45;punaviinit;Chile;2016.0;12.5;70.0
455637;Escudo Rojo 2016;Baron Philippe de Rothschild;0,75 l;18.19;24.12;punaviinit;Chile;2016.0;14.0;80.0
909152;Espiritu de Chile Appassimento Style 2018 lahjapakkaus;Aresti Chile Wine;0,75 l;12.98;17.17;punaviinit;Chile;2018.0;14.0;80.0
416638;Espiritu de Chile Viajero Syrah Cabernet 2020 kartonkitölkki;ACW;1 l;9.69;9.69;punaviinit;Chile;2020.0;13.0;80.0
957368;Espíritu de Chile Cabernet Carmenere Shiraz kartonkitölkki;ACW;1 l;9.99;9.99;punaviinit;Chile;;13.0;80.0
910037;Espíritu de Chile Pinot Noir 2016;Aresti Chile Wine;0,75 l;8.99;11.99;punaviinit;Chile;2016.0;12.5;70.0
415557;Espíritu de Chile Shiraz Cabernet 2020;ACW;0,75 l;8.49;11.19;punaviinit;Chile;2020.0;13.0;80.0
479428;Fortuna muovipullo;Multibev;1 l;10.49;10.09;punaviinit;Chile;;13.5;80.0
455513;Frontera Cabernet Sauvignon 2020;Concha y Toro;0,25 l;2.99;11.56;punaviinit;Chile;2020.0;12.0;70.0
5551;Frontera Cabernet Sauvignon 2020;Concha y Toro;0,75 l;7.48;9.84;punaviinit;Chile;2020.0;12.0;70.0
