Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Tyyppi;Valmistusmaa;Vuosikerta;Alkoholi-%;Energia kcal/100 ml
914197;Emilio Moro 2019;Emilio Moro;0,75 l;26.98;35.97;punaviinit;Espanja;2019.0;14.5;80.0
913118;Emilio Moro Malleolus 2019;Emilio Moro;0,75 l;38.9;51.87;punaviinit;Espanja;2019.0;14.5;80.0
433307;Emilio Moro Malleolus de Sanchomartin 2016;Bodegas Emilio Moro;0,75 l;129.8;173.07;punaviinit;Espanja;2016.0;14.0;80.0
928477;Fuentespina Roble 7 Meses 2018;Avelino Vegas;0,75 l;16.32;21.63;punaviinit;Espanja;2018.0;14.0;80.0
953283;Hermanos Lurton Organic 2020;Hermanos Lurton;0,75 l;14.98;19.84;punaviinit;Espanja;2020.0;14.0;80.0
918084;La Horra Corimbo 2015;Bodegas La Horra;0,75 l;32.5;43.33;punaviinit;Espanja;2015.0;14.5;80.0
444517;Legaris La Aguilera 2016;Legaris;0,75 l;49.9;66.53;punaviinit;Espanja;2016.0;15.5;90.0
460697;Leo Martin Selección Mencía 2016;Bodegas Cuatro Pasos;0,75 l;13.99;18.52;punaviinit;Espanja;2016.0;13.0;70.0
478897;Lynus 2016;Lynus;0,75 l;31.58;41.97;punaviinit;Espanja;2016.0;14.5;80.0
499427;Malasenda Roble 2018;Nav Y Grapes;0,75 l;14.98;19.84;punaviinit;Espanja;2018.0;14.0;80.0
926787;Marqués de Valparaíso Roble 2016;Bodegas Valparaíso;0,75 l;14.97;19.96;punaviinit;Espanja;2016.0;14.5;80.0
484107;Matsu El Picaro 2020;Matsu Bodegas y Viñedos Ecológicos;0,75 l;11.99;15.85;punaviinit;Espanja;2020.0;14.5;80.0
940217;Matsu El Recio 2019;Matsu Bodegas y Viñedos Ecológicos;0,75 l;19.99;26.52;punaviinit;Espanja;2019.0;14.5;80.0
425067;Mironia Reserva 2015;Bodegas Peñafiel;0,75 l;19.89;26.39;punaviinit;Espanja;2015.0;15.0;80.0
957097;Museum Reserva 2016;Bodegas Museum;0,75 l;21.99;29.19;punaviinit;Espanja;2016.0;14.5;80.0
439767;Numanthia Termes 2017;Bodega Numanthia;0,75 l;28.5;37.87;punaviinit;Espanja;2017.0;15.5;90.0
933108;Pagos del Rey Condado de Oriza Gran Reserva 2014;Pagos del Rey;0,75 l;22.7;30.27;punaviinit;Espanja;2014.0;14.0;80.0
958207;Pagos del Rey El Aviador Tempranillo;Pagos del Rey;0,75 l;8.99;11.85;punaviinit;Espanja;;13.5;80.0
402037;Paixar 2018;Bodegas y Viñedos Luna Beberide;0,75 l;49.48;65.97;punaviinit;Espanja;2018.0;13.5;80.0
913627;Pesquera Crianza 2018;Alejandro Fernandez Tinto Pesquera;0,75 l;24.98;33.31;punaviinit;Espanja;2018.0;14.0;80.0
482157;Pintia 2016;Bodegas y Viñedos Pintia;0,75 l;59.98;79.97;punaviinit;Espanja;2016.0;14.5;80.0
450148;Pintia Magnum 2016;Bodegas y Viñedos Pintia;1,5 l;149.98;99.99;punaviinit;Espanja;2016.0;14.6;80.0
5193;Prado Rey 2016;Real Sitio de Ventosilla;0,75 l;13.19;17.45;punaviinit;Espanja;2016.0;13.0;70.0
437477;Prado Rey Gran Reserva 2009;Prado Rey;0,75 l;39.98;53.31;punaviinit;Espanja;2009.0;15.0;80.0
468314;Protos Crianza 2018;Protos;0,375 l;12.59;33.31;punaviinit;Espanja;2018.0;14.5;80.0
944537;Protos Reserva 2015;Bodegas Protos;0,75 l;34.82;46.43;punaviinit;Espanja;2015.0;15.0;80.0
941617;Protos Roble 2019;Bodegas Protos;0,75 l;16.83;22.44;punaviinit;Espanja;2019.0;14.0;80.0
457357;Raiz de Guzmán Crianza 2011;Bodegas Raiz Y Quesos Paramo de Guzmán;0,75 l;20.76;27.55;punaviinit;Espanja;2011.0;15.0;80.0
900048;Raúl Pérez La Vizcaína Las Gundiñas 2019;Raúl Pérez;0,75 l;32.98;43.97;punaviinit;Espanja;2019.0;13.5;80.0
487597;Torre de Golbán Crianza 2017;Dominio de Atauta;0,75 l;17.49;23.19;punaviinit;Espanja;2017.0;14.5;80.0
944457;Torres Celeste Crianza 2018;Miguel Torres;0,75 l;19.99;26.52;punaviinit;Espanja;2018.0;14.5;80.0
902295;Trus Crianza 2018;Trus;0,75 l;23.98;31.97;punaviinit;Espanja;2018.0;14.5;80.0
936111;Trus Roble 2019;Bodegas Trus;0,75 l;17.99;23.99;punaviinit;Espanja;2019.0;14.5;80.0
429947;Val de los Frailes Vendimia Seleccionada 2014;Matarromera;0,75 l;12.98;17.17;punaviinit;Espanja;2014.0;14.5;80.0
429547;Valdrinal Tradición Crianza 2016;Valdrinal;0,75 l;25.09;33.32;punaviinit;Espanja;2016.0;14.5;80.0
955327;Valdubon Roble 2016;Bodegas Valdubon;0,75 l;14.99;19.99;punaviinit;Espanja;2016.0;13.5;80.0
419107;Valpincia Reserva 2011;Bodegas Valpincia;0,75 l;22.44;29.79;punaviinit;Espanja;2011.0;14.5;80.0
461507;Vega-Sicilia Unico 2011;Bodegas Vega Sicilia;0,75 l;335.0;446.67;punaviinit;Espanja;2011.0;14.0;80.0
466547;Vega-Sicilia Valbuena 5° 2016;Bodegas Vega Sicilia;0,75 l;134.99;179.99;punaviinit;Espanja;2016.0;14.5;80.0
455938;Vega-Sicilia Valbuena 5° Magnum 2016;Bodegas Vega Sicilia;1,5 l;320.0;213.33;punaviinit;Espanja;2016.0;14.5;80.0
454307;Vinea Crianza Tempranillo 2016;Finca Museum;0,75 l;13.99;18.52;punaviinit;Espanja;2016.0;14.0;80.0
904251;Viña Arnaiz Reserva 2015;J. García Carrión;0,75 l;19.99;26.65;punaviinit;Espanja;2015.0;14.0;80.0
447667;Viña Pedrosa Crianza 2016;Bodegas Hnos Pérez Pascuas;0,75 l;27.21;36.15;punaviinit;Espanja;2016.0;13.5;80.0
915607;Viñas del Jaro Jaros 2018;Viñas del Jaro;0,75 l;24.99;33.32;punaviinit;Espanja;2018.0;14.5;80.0
936027;Áster One 1 2018;Bodegas Áster;0,75 l;13.99;18.52;punaviinit;Espanja;2018.0;14.0;80.0
956586;Ébano 6 2019;Ébano Viñedos y Bodegas;0,75 l;15.98;21.31;punaviinit;Espanja;2019.0;14.0;80.0
903081;Ébano Crianza 2015;Ébano Viñedos y Bodegas;0,75 l;18.98;25.31;punaviinit;Espanja;2015.0;14.5;80.0
479057;Ad Fines 2013;Can Ràfols dels Caus;0,75 l;36.46;48.48;punaviinit;Espanja;2013.0;12.5;70.0
906914;Albet i Noya Les Timbes 2015;Albet i Noya;0,75 l;19.8;26.27;punaviinit;Espanja;2015.0;14.5;80.0
458257;Alta Alella Merla 2018;Alta Alella;0,75 l;26.98;35.84;punaviinit;Espanja;2018.0;13.5;80.0
463667;Alvaro Palacios Finca Dofi 2018;Alvaro Palacios;0,75 l;89.99;119.99;punaviinit;Espanja;2018.0;14.5;80.0
440697;Alvaro Palacios Vi de Vila Gratallops 2018;Alvaro Palacios;0,75 l;49.99;66.65;punaviinit;Espanja;2018.0;14.5;80.0
915833;Arid 2018;Arid Vins;0,75 l;17.97;23.96;punaviinit;Espanja;2018.0;14.5;80.0
933527;Avgvstvs Cabernet Franc 2016;Cellers Avgvstvs Forvm;0,75 l;24.9;33.2;punaviinit;Espanja;2016.0;14.5;80.0
945638;Avgvstvs VI 2011;Cellers Avgvstvs Forvm;1,5 l;44.95;29.97;punaviinit;Espanja;2011.0;14.0;80.0
930222;Azimut Negre 2018;Cellers De Can Suriol;0,75 l;19.9;26.53;punaviinit;Espanja;2018.0;12.5;70.0
957913;Bellmunt Vi de Vila 2016;Mas d'en Gil;0,75 l;24.99;33.19;punaviinit;Espanja;2016.0;14.0;80.0
466377;Blei 2014;Mas d'en Blei;0,75 l;20.38;27.17;punaviinit;Espanja;2014.0;14.0;80.0
905547;Can Ràfols Dels Caus Pedradura 2011;Can Ràfols Dels Caus;0,75 l;26.98;35.97;punaviinit;Espanja;2011.0;13.0;70.0
905015;Can Ràfols dels Caus Terraprima Negre 2016;Can Ràfols dels Caus;0,75 l;18.98;25.31;punaviinit;Espanja;2016.0;13.5;80.0
949415;Can Sumoi Sumoll Garnatxa 2019;Can Sumoi;0,75 l;22.95;30.6;punaviinit;Espanja;2019.0;13.0;70.0
947427;Capcanes Peraj Petita 2017;Celler de Capcanes;0,75 l;18.98;25.31;punaviinit;Espanja;2017.0;14.5;80.0
457067;Castell d'Encus Acusp 2017;Castell d'Encus;0,75 l;43.9;58.53;punaviinit;Espanja;2017.0;12.5;70.0
474137;Castell d'Encus Thalarn 2016;Castell d'Encus;0,75 l;39.98;53.31;punaviinit;Espanja;2016.0;13.0;70.0
935005;Celler 9+ Medol Carnatxa Cabernet 2017;Celler 9+;0,75 l;19.95;26.6;punaviinit;Espanja;2017.0;13.5;80.0
483067;Clos Mogador 2018;Clos Mogador;0,75 l;81.42;108.56;punaviinit;Espanja;2018.0;14.5;80.0
405018;Clos Mogador Magnum 2018;Clos Mogador;1,5 l;169.41;112.94;punaviinit;Espanja;2018.0;14.5;80.0
430407;Coma Vella 2014;Mas d'en Gil;0,75 l;32.9;43.73;punaviinit;Espanja;2014.0;15.0;80.0
935197;Covides Duc de Foix Merlot;Covides;0,75 l;11.4;15.2;punaviinit;Espanja;;13.0;70.0
927882;Edetària Via Terra Negre 2017;Edetària;0,75 l;15.48;20.51;punaviinit;Espanja;2017.0;14.0;80.0
924664;Els Vinyerons Saltamarti 2019;Els Vinyerons;0,75 l;25.99;34.65;punaviinit;Espanja;2019.0;12.0;70.0
933811;Els Vinyerons Saltamarti 2019;Els Vinyerons;0,75 l;33.32;44.43;punaviinit;Espanja;2019.0;12.0;70.0
459807;Espectacle del Monsant 2017;Spectacle Vins;0,75 l;101.12;134.83;punaviinit;Espanja;2017.0;15.5;90.0
483677;Espelt Solivent  2019;Espelt;0,75 l;16.8;22.27;punaviinit;Espanja;2019.0;15.0;80.0
932306;FC Barcelona Tempranillo Crianza 2015;Bodegas Maset;0,75 l;17.5;23.2;punaviinit;Espanja;2015.0;13.0;70.0
483407;Ferest 2018;Celler Masroig;0,75 l;18.99;25.19;punaviinit;Espanja;2018.0;14.5;80.0
941194;Ferrer Bobet Vinyes Velles 2013;Ferrer Bobet;0,75 l;49.98;66.64;punaviinit;Espanja;2013.0;14.5;80.0
947487;GR-174 2020;Casa Gran del Siurana;0,75 l;22.28;29.57;punaviinit;Espanja;2020.0;15.0;80.0
938517;Gotes Del Priorat 2016;Portal Del Priorat;0,75 l;33.61;44.81;punaviinit;Espanja;2016.0;14.0;80.0
957225;Gran Clos Finca El Puig 2012;Gran Clos Del Priorat;0,75 l;29.86;39.81;punaviinit;Espanja;2012.0;15.0;80.0
950734;Gran Clos Priorat 2013;Gran Clos Del Priorat;0,75 l;49.92;66.56;punaviinit;Espanja;2013.0;15.0;80.0
923502;Gran Clos Solluna 2016;Gran Clos Del Priorat;0,75 l;24.99;33.32;punaviinit;Espanja;2016.0;15.0;80.0
917157;Gratavinum 2PR 2018;Gratavinum;0,75 l;32.92;43.89;punaviinit;Espanja;2018.0;15.0;80.0
915487;Herencia Altes Cupatge Negre 2017;De Haan Altes;0,75 l;13.99;18.65;punaviinit;Espanja;2017.0;14.5;80.0
942447;Hisenda Miret Garnatxa 2018;Parés Baltá;0,75 l;31.37;41.83;punaviinit;Espanja;2018.0;14.5;80.0
956547;Indigena  2018;Parés Baltà;0,75 l;17.98;23.84;punaviinit;Espanja;2018.0;13.5;80.0
491747;Jean Leon Vinya Le Havre Vi di Finca Cabernet Sauvignon 2015;Jean Leon;0,75 l;29.98;39.97;punaviinit;Espanja;2015.0;14.5;80.0
445297;Jean Leon Vinya Palau Vi de Finca Merlot 2015;Jean Leon;0,75 l;29.98;39.97;punaviinit;Espanja;2015.0;14.5;80.0
939034;Josep Foraster Lamoto 2019;Mas Foraster;0,75 l;19.8;26.4;punaviinit;Espanja;2019.0;12.5;70.0
941616;Josep Foraster Trepat 2019;Mas Foraster;0,75 l;27.8;37.07;punaviinit;Espanja;2019.0;12.5;70.0
910998;La Conreria d'Scala Dei Nona 2018;La Conreria d'Scala Dei;0,75 l;23.9;31.73;punaviinit;Espanja;2018.0;14.5;80.0
944777;La Nit de les Garnatxes Calissa Limestone 2016;Celler de Capcanes;0,75 l;19.99;26.65;punaviinit;Espanja;2016.0;14.5;80.0
957611;La Nit de les Garnatxes Sand 2016;Celler de Capcanes;0,75 l;19.99;26.65;punaviinit;Espanja;2016.0;14.5;80.0
933843;La Nit de les Garnatxes Slate 2017;Celler de Capcanes;0,75 l;19.99;26.65;punaviinit;Espanja;2017.0;14.5;80.0
939267;Mas Petit 2018;Parés Baltà;0,75 l;12.98;17.17;punaviinit;Espanja;2018.0;14.0;80.0
416317;Montrubí Gaintus Radical 2019;Montrubí;0,75 l;18.89;25.05;punaviinit;Espanja;2019.0;12.5;70.0
419587;Nûr  2017;Castelo de Pedregosa;0,75 l;24.47;32.49;punaviinit;Espanja;2017.0;15.0;80.0
459937;Pares Balta Mas Elena 2018;Pares Balta;0,75 l;14.98;19.84;punaviinit;Espanja;2018.0;14.5;80.0
439957;Perelada 5 Finques Reserva 2017;Castillo Perelada;0,75 l;17.49;23.19;punaviinit;Espanja;2017.0;14.0;80.0
941117;Perelada Finca Malaveïna 2016;Castillo Perelada;0,75 l;35.49;47.19;punaviinit;Espanja;2016.0;15.0;80.0
433727;Petit Comité del Sió 2018;Bodegas Costers del Sio;0,75 l;14.98;19.84;punaviinit;Espanja;2018.0;14.5;80.0
923847;Pinot Noir 11/X 2016;Celler de Capcanes;0,75 l;30.99;41.32;punaviinit;Espanja;2016.0;14.5;80.0
6864;Raimat Abadia Cabernet Sauvignon Tempranillo Crianza Organic 2018;Raimat;0,75 l;10.99;14.52;punaviinit;Espanja;2018.0;14.0;80.0
7115;Raimat Castell Tempranillo 2016;Raimat;0,75 l;14.28;18.91;punaviinit;Espanja;2016.0;14.0;80.0
498117;Roca de les Dotze Noray 2006;Roca de les Dotze;0,75 l;25.2;33.47;punaviinit;Espanja;2006.0;14.0;80.0
6982;Sangre de Toro Original 2019;Miguel Torres;0,375 l;5.99;15.71;punaviinit;Espanja;2019.0;13.5;80.0
6981;Sangre de Toro Original Organic  2020;Miguel Torres;0,75 l;10.48;13.84;punaviinit;Espanja;2020.0;14.5;80.0
463397;Sangre de Toro Reserva Organic 2016 lahjapakkaus;Miguel Torres;0,75 l;14.98;19.84;punaviinit;Espanja;2016.0;14.0;80.0
477357;Savia Viva Organic A Tinto 2016;Parés Baltà;0,75 l;9.98;13.17;punaviinit;Espanja;2016.0;14.5;80.0
901101;Torres Clos Ancestral 2019;Familia Torres;0,75 l;16.99;22.52;punaviinit;Espanja;2019.0;14.0;80.0
461307;Torres Coronas Tempranillo Organic 2018;Miguel Torres;0,75 l;10.99;14.52;punaviinit;Espanja;2018.0;13.5;80.0
939658;Torres Gran Coronas 2015;Miguel Torres;0,375 l;8.49;22.37;punaviinit;Espanja;2015.0;14.0;80.0
6454;Torres Gran Coronas Cabernet Sauvignon Reserva 2016;Miguel Torres;0,75 l;15.98;21.17;punaviinit;Espanja;2017.0;14.0;80.0
449237;Torres Mas La Plana 2015;Miguel Torres;0,75 l;59.99;79.85;punaviinit;Espanja;2016.0;14.5;80.0
936787;Torres Salmos 2017;Miguel Torres;0,75 l;33.98;45.17;punaviinit;Espanja;2017.0;15.0;80.0
940864;Torres Sangre de Toro 2019;Torres;0,1875 l;3.3;17.07;punaviinit;Espanja;2019.0;13.5;80.0
957277;Vall Dolina Nuet 2018;Vall Dolina;0,75 l;15.49;20.65;punaviinit;Espanja;2018.0;12.5;70.0
904957;Vol d'Anima de Raimat Tinto 2018;Raimat;0,75 l;13.59;17.99;punaviinit;Espanja;2018.0;14.0;80.0
479167;Aires Del Sur Barrel Aged Organic 2020;Dominio de Punctum;0,75 l;9.98;13.17;punaviinit;Espanja;2020.0;13.5;80.0
914838;Billy Bang 2019;Ardoa Wines;0,75 l;19.58;26.11;punaviinit;Espanja;2019.0;14.0;80.0
903408;Candidato Ecologico 2019 muovipullo;Cosecheros y Criadores;0,75 l;8.69;11.32;punaviinit;Espanja;2019.0;13.0;70.0
935967;Catanga Organic Red;Bodega Latue;0,75 l;9.98;13.17;punaviinit;Espanja;;13.0;70.0
444447;Cavalls Garnacha Tintorera & Monastrell Very Old Vines 2013;Casa Rojo;0,75 l;16.3;21.6;punaviinit;Espanja;2013.0;14.5;80.0
911617;Cerro Tinto Organic Tempranillo Shiraz kartonkitölkki;Domaine Wines Sweden;0,75 l;7.49;9.99;punaviinit;Espanja;;13.0;80.0
478737;Chill Out Organic Tempranillo Syrah 2019 muovipullo;Altia;0,75 l;8.62;11.23;punaviinit;Espanja;2019.0;13.5;80.0
470837;Dominio de Punctum Tempranillo 2020;Dominio de Punctum;0,75 l;10.99;14.52;punaviinit;Espanja;2020.0;13.5;80.0
6856;Don Hugo Tempranillo 2018;Bodegas Victorianas;0,75 l;7.48;9.84;punaviinit;Espanja;2018.0;13.0;70.0
6594;Don Opas 2020;Grupo de Bodegas Vinartis;0,75 l;6.99;9.19;punaviinit;Espanja;2020.0;12.5;70.0
450047;El Abuelo Garnacha Tintorera Monastrell Organic 2020;Bodegas Piqueras;0,75 l;11.68;15.44;punaviinit;Espanja;2020.0;15.0;80.0
901214;El Gringo Tempranillo 2018;Hammeken Cellars;0,75 l;12.39;16.39;punaviinit;Espanja;2018.0;14.0;80.0
475797;Finca Constancia 2015;Finca Constancia;0,75 l;12.98;17.17;punaviinit;Espanja;2015.0;14.0;80.0
948207;Freixenet Mia Tempranillo 2017;Freixenet;0,75 l;9.98;13.17;punaviinit;Espanja;2017.0;13.5;80.0
442757;Hello World Cabernet Franc 2018;Bodegas Finca la Estacada;0,75 l;10.99;14.52;punaviinit;Espanja;2018.0;14.0;80.0
907092;Honesta Tempranillo Organic & Vegan 2019;Mureda Alimentacion;0,75 l;8.49;11.19;punaviinit;Espanja;2019.0;14.0;80.0
430557;Jiménez-Landi Ataulfos 2018;Landi Vinos y Viñedos;0,75 l;64.99;86.65;punaviinit;Espanja;2018.0;14.5;80.0
427467;Jiménez-Landi Piélago 2018;Landi Vinos y Viñedos;0,75 l;37.99;50.65;punaviinit;Espanja;2018.0;14.5;80.0
486818;Lobetia Tempranillo Shiraz 2019 kartonkitölkki;Dominio de Punctum;1 l;9.75;9.75;punaviinit;Espanja;2019.0;13.5;80.0
901617;Los Molinos Tempranillo;Felix Solis;0,75 l;6.98;9.17;punaviinit;Espanja;;12.5;70.0
915837;Piqueras Black Label Syrah Monastrell 2018;Bodegas Piqueras;0,75 l;8.99;11.85;punaviinit;Espanja;2018.0;14.0;80.0
925632;Piqueras Gran Marius Reserva Superior 2016;Bodegas Piqueras;0,75 l;14.98;19.84;punaviinit;Espanja;2016.0;14.5;80.0
435827;Piqueras Marius Tinto 2017;Bodegas Piqueras;0,75 l;9.29;12.25;punaviinit;Espanja;2017.0;14.0;80.0
947417;Piqueras Old Vines Garnacha 2018;Bodegas Piqueras;0,75 l;11.49;15.19;punaviinit;Espanja;2018.0;14.0;80.0
910083;Quinta de Aves Tempranillo 2019;Quinta de Aves;0,75 l;14.8;19.73;punaviinit;Espanja;2019.0;14.5;80.0
439137;¿Que Pasa? Organico Tempranillo 2017;Wineworld;0,75 l;7.5;9.87;punaviinit;Espanja;2017.0;13.0;80.0
922635;Altamente Monastrell 2018;Altamente Vinos;0,75 l;14.9;19.87;punaviinit;Espanja;2018.0;14.0;80.0
947156;Altamente Volalto Monastrell 2018;Altamente Vinos;0,75 l;16.9;22.53;punaviinit;Espanja;2018.0;14.0;80.0
401367;Barahonda Organic Monastrell Tintorera 2019;Barahonda;0,75 l;9.98;13.17;punaviinit;Espanja;2019.0;14.0;80.0
459007;Betola Organic Monastrell 2018;Pio Del Ramo Nuñez;0,75 l;9.98;13.17;punaviinit;Espanja;2018.0;14.5;80.0
919207;Castano Coleccion Cepas Viejas;Bodegas Castano;0,75 l;17.99;23.99;punaviinit;Espanja;;14.5;80.0
919887;Castano Ecologico Monastrell 2019;Bodegas Castano;0,75 l;9.98;13.31;punaviinit;Espanja;2019.0;14.0;80.0
959767;Castano Hecula Tinto Monastrell;Bodegas Castano;0,75 l;12.98;17.31;punaviinit;Espanja;;14.0;80.0
926984;Castaño Casa de la Cera 2014;Castaño;0,75 l;49.9;66.53;punaviinit;Espanja;2014.0;15.0;80.0
933523;Castaño GSM;Familia Castaño;0,75 l;12.98;17.31;punaviinit;Espanja;;14.0;80.0
952682;Castaño Santa;Familia Castaño;0,75 l;22.99;30.65;punaviinit;Espanja;;15.5;90.0
904575;Castaño Vertis 2020;Castaño;0,75 l;10.9;14.53;punaviinit;Espanja;2020.0;13.0;80.0
940498;Castillo de Gredos Tinto kartonkitölkki;J. García Carrión;1 l;9.49;9.49;punaviinit;Espanja;;13.0;70.0
942387;Crápula Gold 5 2018;Crapula Wines;0,75 l;11.39;15.05;punaviinit;Espanja;2018.0;14.0;80.0
923077;Demuerte 2018;Winery Art Bodegas;0,75 l;17.49;23.19;punaviinit;Espanja;2018.0;14.5;80.0
918287;Demuerte Gold 2018;Winery Art Bodegas;0,75 l;19.99;26.65;punaviinit;Espanja;2018.0;14.5;80.0
955286;Demuerte One 2019;Winery One;0,75 l;14.98;19.84;punaviinit;Espanja;2019.0;14.5;80.0
945417;El Chico Malo 2017;Winery Art Bodegas;0,75 l;14.98;19.84;punaviinit;Espanja;2017.0;14.5;80.0
433916;El Tesoro Monastrell 2020;Boutinot;0,5 l;8.48;16.76;punaviinit;Espanja;2020.0;14.0;80.0
914177;Honoro Vera Monastrell Organic 2020;Juan Gil;0,75 l;11.99;15.85;punaviinit;Espanja;2020.0;14.5;80.0
901727;Pata Negra Apasionado;J.Garcia Carrion;0,75 l;10.48;13.97;punaviinit;Espanja;;14.5;80.0
959746;The Golden Stallion Organic Monastrell 2020;Juan Gil;0,75 l;12.98;17.17;punaviinit;Espanja;2020.0;14.5;80.0
916384;4 Kilos 12 Volts 2018;4 Kilos;0,75 l;27.5;36.67;punaviinit;Espanja;2018.0;13.0;70.0
931386;4 Kilos The Island Syndicate 2016;4 Kilos;0,75 l;22.99;30.65;punaviinit;Espanja;2016.0;13.0;70.0
943937;Alexander vs The Ham Factory 2018;Casa Rojo;0,75 l;39.98;53.31;punaviinit;Espanja;2018.0;14.0;80.0
911687;Altolandon Red 2010;Bodegas Altolandon;0,75 l;25.89;34.52;punaviinit;Espanja;2010.0;14.0;80.0
920374;Artadi El Carretill 2018;Artadi;0,75 l;214.99;286.65;punaviinit;Espanja;2018.0;14.5;80.0
906073;Artadi Valdegínes 2018;Artadi;0,75 l;49.98;66.64;punaviinit;Espanja;2018.0;14.5;80.0
923221;Artadi Vinas De Gain Tinto 2017;Artadi;0,75 l;31.49;41.99;punaviinit;Espanja;2017.0;14.5;80.0
925001;Artadi Viña El Pison 2018;Vinedos Lacalle & Laorden;0,75 l;349.99;466.65;punaviinit;Espanja;2018.0;14.5;80.0
909907;Arzuaga Crianza 2018;Arzuaga;0,75 l;32.9;43.87;punaviinit;Espanja;2018.0;14.5;80.0
936975;Atico Eco Red kartonkitölkki;Bodegas Navarro Lopoez;0,5 l;5.85;11.7;punaviinit;Espanja;;12.5;70.0
905497;Barbazul 2018;Huerta de Albalá;0,75 l;15.48;20.64;punaviinit;Espanja;2018.0;15.0;80.0
953997;Bardos Reserva 2016;Bodega de Bardos;0,75 l;23.49;31.32;punaviinit;Espanja;2016.0;14.5;80.0
945074;Ca'n Verdura Negre 2019;Ca'n Verdura;0,75 l;19.5;26.0;punaviinit;Espanja;2019.0;13.5;80.0
902734;Ca'n Verdura Supernova Mantonegro 2017;Ca'n Verdura;0,75 l;24.98;33.31;punaviinit;Espanja;2017.0;14.0;80.0
417997;Can Xanet Sibila 2014;Can Xanet;0,75 l;58.53;78.04;punaviinit;Espanja;2014.0;13.0;70.0
930587;Carnaval Red Blend 2014;Cavamur;0,75 l;13.19;17.59;punaviinit;Espanja;2014.0;13.0;80.0
454138;Cerro Tinto kartonkitölkki;Domaine Wines Sweden;1 l;8.99;8.99;punaviinit;Espanja;;12.5;70.0
484047;Chill Out Merlot Spain  2020 muovipullo;Altia;0,75 l;7.99;10.39;punaviinit;Espanja;2020.0;13.0;80.0
920322;Comando G La Bruja de Rozas 2018;Comando G;0,75 l;26.89;35.85;punaviinit;Espanja;2018.0;14.5;80.0
922604;Comando G Rozas Primer 2018;Comando G;0,75 l;42.9;57.2;punaviinit;Espanja;2018.0;13.5;80.0
912112;Comando G Tumba Del Rey Moro 2018;Comando G;0,75 l;94.97;126.63;punaviinit;Espanja;2018.0;14.0;80.0
909442;Conde de San Cristobal 2015;Marques de Vargas;0,75 l;23.7;31.6;punaviinit;Espanja;2015.0;14.5;80.0
909781;Cuatro Pasos;Martín Códax;0,75 l;12.98;17.17;punaviinit;Espanja;;13.5;80.0
920428;De Andrés Sisters La Viña del Bululú Granitic Soils;De Andrés Sisters;0,75 l;14.49;19.32;punaviinit;Espanja;;14.0;80.0
920208;Denada Natural Monastrell 2019;Juana Garcia Sanchez;0,75 l;19.54;26.05;punaviinit;Espanja;2019.0;14.0;80.0
951894;Dit Celler Cabirol 2020;Dit Celler;0,75 l;15.98;21.31;punaviinit;Espanja;2020.0;14.5;80.0
948084;El Picoteo Organic Red 2018;Bodegas Piqueras;0,75 l;6.99;9.19;punaviinit;Espanja;2018.0;14.0;80.0
420357;El Senat del Montsant 2019;7 Magnífics;0,75 l;13.99;18.52;punaviinit;Espanja;2019.0;14.5;80.0
485167;El Tiempo Tinto;Altia;0,75 l;7.99;10.52;punaviinit;Espanja;;12.5;70.0
401637;Envinate Benje Tinto 2019;Envínate;0,75 l;25.9;34.53;punaviinit;Espanja;2019.0;12.0;70.0
482408;Evergreen Touch of Nature Monastrell Organic 2020 muovipullo;Badet Clement;1 l;10.99;10.59;punaviinit;Espanja;2020.0;14.5;80.0
946472;Freixenet Cabernet Sauvignon 2019;Freixenet;0,75 l;10.9;14.4;punaviinit;Espanja;2019.0;13.5;80.0
443646;Gobeum Organic Tempranillo 2020 kartonkitölkki;Bodegas Los Marcos;0,5 l;5.68;11.36;punaviinit;Espanja;2020.0;12.5;70.0
930137;Gran Marius Reserva Selección 2016 lahjapakkaus;Bodegas Piqueras;0,75 l;13.99;18.52;punaviinit;Espanja;2016.0;14.5;80.0
954272;Habla No. 20 2016;Bodegas Habla;0,75 l;35.91;47.88;punaviinit;Espanja;2016.0;14.5;80.0
924048;Habla No. 22 2016;Bodegas Habla;0,75 l;35.91;47.88;punaviinit;Espanja;2016.0;14.5;80.0
938317;Habla del Silencio 2019 lahjapakkaus;Bodegas Habla;0,75 l;19.99;26.52;punaviinit;Espanja;2019.0;14.0;80.0
4246;Hannibal;Altia;0,75 l;7.98;10.51;punaviinit;Espanja;;11.5;80.0
924507;Irrepetible de Altolandon 2016;Bodegas Altolandon;0,75 l;16.99;22.52;punaviinit;Espanja;2016.0;14.0;80.0
913967;Juan Gil Monastrell 2020;Juan Gil;0,75 l;12.48;16.51;punaviinit;Espanja;2020.0;14.5;80.0
919053;Loco Barber Barcelona 2018;Reserva de la Tierra;0,75 l;11.99;15.99;punaviinit;Espanja;2018.0;13.5;80.0
952807;Macho Man Monastrell 2020;Casa Rojo Enología Creativa;0,75 l;29.98;39.97;punaviinit;Espanja;2020.0;14.0;80.0
426257;Majuelos de Callejo 2016;Bodegas Felix Callejo;0,75 l;42.99;57.32;punaviinit;Espanja;2016.0;14.5;80.0
950291;Maritimo Tinto;Bodegas Milenium;0,75 l;11.99;15.99;punaviinit;Espanja;;12.0;70.0
